l_neighborhood,deal_price,area_size,meter_price,lng,lat,uuid,rs_score
shf,728000,450.0,1618,46.6882816,24.5647918,5c406a4d-2d0b-479a-a9da-bf713d454aad,0.7023
ml,3307500,525.0,6300,46.6225444,24.7945508,a85f1cfe-9421-4bdf-90b9-5b1e557bdad0,0.7978
nr,1987500,375.0,5300,46.679881,24.8235451,d62d06d9-a830-44e1-935e-bfc7cc83377c,0.7881
ml,952693,300.0,3176,46.6209635,24.7911011,55b384ca-4cc1-4640-aa7e-b8da6ed18882,0.7882
rd,8377906,2464.09,3400,46.7812604,24.7291671,f23e8ce7-a489-426e-adfe-a04b761941bd,0.0947
shf,570000,250.0,2280,46.6909461,24.5483561,8aac34a8-c9c1-4c10-9263-fd1af3a7f606,0.7105
ml,4500000,400.2,11244,46.6112625,24.8153893,ae9b598e-1460-4492-bb62-71458052e2a9,0.8046
rd,600000,750.0,800,46.7600822,24.7215401,52ceeffa-456b-4d15-b071-e216ce7eb6fe,0.1696
rd,600000,417.6,1437,46.7764307,24.7409507,33c11a8d-8bc8-4775-9446-5ed6317ca97d,0.1644
rd,2312500,625.0,3700,46.759141,24.7217152,192d8aa0-0778-4297-af01-e72da717d667,0.1749
ml,9000000,560.0,16071,46.613932,24.8012639,46784cba-2848-4955-b6d2-291f534b8fb4,0.7896
rd,2700000,900.0,3000,46.7549501,24.7393425,c6ae355f-48bc-48a9-961c-f35ff5a41876,0.2808
ml,7541550,1040.0,7251,46.6213086,24.8061599,cc5426b2-8390-48f0-81fb-d58c74fbec96,0.7973
nr,4025000,875.0,4600,46.6643737,24.870421,766a0d3b-8e5f-4a3f-a32a-713cb99f7ee4,0.7182
rd,2150000,650.0,3308,46.7672785,24.7352164,52bb2b18-9de4-4759-83b5-8bb9d2f8220c,0.1965
ml,2300000,1527.89,1505,46.596928,24.7820996,c852fd16-6f47-4e76-b2a8-caf17a41f64d,0.7334
tn,8640000,1600.0,5400,46.694262,24.7669641,eef723de-8313-4ee9-9010-443f14ded5fc,0.6969
nr,3350000,420.0,7976,46.6341828,24.9023485,b117fbee-63ef-42eb-8c51-dd004408691c,0.5705
ml,5625000,750.0,7500,46.5720727,24.7924658,787d9316-e439-4c54-9ec0-dbb47ea48878,0.6514
shf,480000,281.25,1707,46.6990854,24.5629423,33b3fbbe-514c-47eb-ba9a-431a5a70c314,0.7278
rd,1870000,550.0,3400,46.7700608,24.7264276,1304a0c7-ce5e-49f1-bcac-019c9caa84bd,0.1441
shf,1350000,690.0,1957,46.701022,24.5623937,f7c57aeb-6085-4283-afbb-b5e461daab34,0.7309
shf,5800000,2173.5,2669,46.6895826,24.5682711,9506c4d1-2c6f-41dd-91ba-f03e7587f7f5,0.7122
nr,1330560,336.0,3960,46.6556714,24.8478363,6d83b5f8-8df9-4b84-8e45-f45ee8228aec,0.7583
nr,765625,437.5,1750,46.6378906,24.8903552,97b1a8d9-9cbb-4105-9a60-e26c20d74df2,0.6301
ml,3400000,358.11,9494,46.6082194,24.8004599,4ebff43a-fa0d-4b9b-8872-2763ff564360,0.7834
shf,1900000,825.0,2303,46.691241,24.5560232,715bcd4e-ceba-4d8d-9022-b6d03eac2430,0.706
rd,2312500,625.0,3700,46.7589967,24.7219001,7bd2edc5-5c74-4d64-8a74-f8710d436836,0.1765
rd,2900000,480.0,6042,46.7553733,24.7399311,d5b45699-416b-4ed5-baa8-a18491cf10cb,0.281
ml,19398299,3035.62,6390,46.5908822,24.7850274,21f1e917-9374-47a5-a8dd-5cf2c1899e9a,0.7227
shf,1300000,875.0,1486,46.6994404,24.5666248,2dbfa969-49fc-4cb8-be75-45a2c2af593a,0.7333
ml,6696000,1232.25,5434,46.6233663,24.804438,b57a58ce-56a7-49ca-a2ba-deb461dc1132,0.7996
tn,6000000,840.0,7143,46.7044266,24.7793723,ae81ef67-d9be-4ccd-b335-3be85b857621,0.705
shf,575000,575.0,1000,46.6825159,24.5576413,122e3117-88b4-4a54-9eb9-586fce389cbf,0.6981
nr,5250000,1050.0,5000,46.656928,24.8587886,c3a70986-548c-421a-899a-b1b3d0ec89b6,0.7623
rd,8652150,2465.0,3510,46.7801859,24.7279567,0c41e21e-3477-42aa-8c4e-ac606a4abbba,0.096
ml,93520000,4800.0,19483,46.6184007,24.8094227,e8d2dae7-1a5f-4939-b235-e75ed4dcd615,0.8018
shf,630000,500.0,1260,46.7117022,24.5727691,7adf5dee-1c9a-47b1-b3b3-09c1b9038c2c,0.7071
ml,2200000,540.0,4074,46.5948854,24.8037343,9f287b02-6933-464b-bdf5-f65658f79440,0.7769
rd,2400000,500.0,4800,46.7719869,24.7260363,a2ee40d9-709e-4f6b-93b8-7564aa75463b,0.1323
ml,6000000,603.0,9950,46.588156,24.7991638,728ddaaf-4b66-4bfa-868b-e109f204da7b,0.7354
ml,92000000,1875.0,49067,46.6206416,24.8115092,08da5321-9270-459a-92cf-ae6aeac6dfba,0.794
tn,768750,337.5,2278,46.6992277,24.7772327,f31b7073-0360-4b43-aa20-2b9d3d459513,0.7043
shf,1000000,540.0,1852,46.6970329,24.5650325,f26ad3d3-d07d-4f81-93b8-1e40cdc7e152,0.7257
nr,1531920,312.0,4910,46.6544158,24.8489843,5af43a4f-2ddb-45bb-876e-769d3cc8821e,0.7583
shf,1100000,625.0,1760,46.6770884,24.5574803,4c647aa6-c2ec-4eaa-9ede-09dcd4a920fc,0.6804
rd,2500000,640.0,3906,46.7689899,24.7448897,026a0cd1-af39-46ad-a102-f32daef402c5,0.2212
ml,10010000,1540.0,6500,46.6026018,24.7889324,bcdab527-8fdc-47b8-9a3a-96318b0e31da,0.7504
rd,2250000,675.0,3333,46.7631407,24.7230784,f06c0184-53fc-43ae-a649-e1198e2c547b,0.1629
ml,1738930,540.02,3220,46.6068911,24.8024363,ba3c9046-0796-4d89-8279-a174f30fe834,0.7935
shf,750000,450.0,1667,46.6922382,24.5645142,77d3554a-2131-404e-b4bf-7df3d4ffe297,0.7114
rd,2200000,720.0,3056,46.761467,24.7258094,8330e8ee-2648-48ab-a338-5886d357c93d,0.1846
rd,2000000,650.0,3077,46.7629911,24.7206998,f77e45e8-be48-409e-bf09-16f951915066,0.1516
rd,1600000,497.0,3219,46.7682897,24.7452355,b2962bdc-db4d-470b-ad41-b78304b7601d,0.2265
nr,1392000,960.0,1450,46.6366703,24.9012409,47ce7dc9-4d8a-460a-9c0d-c9aa5722fe69,0.5805
rd,7500000,2500.0,3000,46.7716364,24.7429602,5bc5f0b0-515f-409e-ae6e-c573f64b3e99,0.1994
rd,3461500,989.0,3500,46.7793357,24.7279911,ce98af65-81d0-4307-9ea6-580be9fc6c29,0.1008
nr,2352994,375.0,6275,46.6798338,24.8513822,3555d0ef-bf75-4802-90dc-3297b1099a1f,0.7951
nr,1867749,450.06,4150,46.6539052,24.8765811,65bf373a-8288-447a-ae5b-643c5135ffe1,0.6984
shf,870000,640.0,1359,46.69316,24.568596,49b72f71-9c4f-4587-aae1-9ee12381a705,0.7264
shf,923250,615.5,1500,46.7033582,24.5749551,fbf09817-02bb-4d79-ae1b-3031b22a6994,0.7255
ml,24869180,1776.37,14000,46.5864603,24.7939318,750e7b40-3230-4c5f-a1ea-771b14bd973b,0.7192
rd,481491,546.0,882,46.7687309,24.7496965,25045081-902b-4c49-9a59-06dfcc19a9cc,0.2365
nr,685273,420.5,1630,46.6313667,24.894985,b30c03a1-c4b6-4149-9b4b-66324ce3cb2a,0.5971
shf,262071,250.0,1048,46.6909461,24.5483561,dde3c82f-b64c-41c6-92c5-2b388a606819,0.7105
rd,2000000,640.0,3125,46.7683812,24.7445088,8c5c338a-5fdc-44c3-9d5a-d7cf83fb02c1,0.2237
nr,1335000,300.0,4450,46.6556462,24.8504529,b3c2dbc1-c454-496f-a558-94692f8dccf3,0.7632
rd,1000000,793.0,1261,46.7688556,24.7323543,96432872-a3f5-4d43-add6-868c5b3dbe4c,0.1762
nr,1531920,312.0,4910,46.6534493,24.8486656,9ffa8133-416e-45c0-8c8e-42501865219c,0.7552
shf,4200000,725.4,5790,46.7023883,24.5670159,0df0e4a4-753a-455e-99a0-0c9d3945f09c,0.7391
nr,843000,616.0,1369,46.6439554,24.8819642,9b85e11f-87a6-49a1-a88e-f690729353b0,0.6728
nr,1700080,425.02,4000,46.6557923,24.8879524,18e1822f-ddba-4a37-9825-9b43edef4a9e,0.6378
ml,12600000,1800.0,7000,46.5994038,24.7980206,40a516ec-8fa7-4d9f-9ba1-4d59e6fdd0e2,0.7814
nr,5858250,1095.0,5350,46.6697233,24.8605339,d3f19096-955d-4b22-a6e5-a6d413d2fa30,0.7537
ml,3960000,600.0,6600,46.6109441,24.8173929,6d376c11-e524-42f4-8c98-fed9563ea8c7,0.7994
nr,3675000,1050.0,3500,46.6660562,24.8675236,b6c42360-0a1e-4df9-b59a-d35206e2a0e8,0.7291
nr,1551960,324.0,4790,46.6548306,24.8490582,8a9bc836-d708-4f83-9cd8-680037f9c3ad,0.7501
shf,1000000,1232.0,812,46.6903682,24.5683214,9b7de661-a34d-42b9-8ccf-91d7613e92dd,0.7167
shf,1750000,891.0,1964,46.6828033,24.554835,f06704d1-225f-4d6f-9b38-0ead06762d73,0.6962
nr,1520000,390.0,3897,46.6846865,24.828709,1d54dff9-787c-4266-afdd-9b2b6b47361a,0.82
ml,3500000,500.01,7000,46.5968031,24.8161483,d11d67c5-1635-4099-8988-d99f1b5b88c4,0.7988
ml,9500000,1495.0,6355,46.6170416,24.8181211,ff0f3d04-ec50-4a37-920a-0f4372e3b5ce,0.7771
shf,900000,640.0,1406,46.69075,24.5668982,832021ee-6af8-4f19-ad73-ab852c5e18ff,0.7144
shf,1188000,575.0,2066,46.6814675,24.5587935,34a482f2-0c63-4ee8-96a7-0cfe644c1da2,0.6967
rd,3500000,1004.5,3484,46.7830582,24.7323196,ea537e37-f8af-4149-b735-2d640cf33416,0.0963
ml,800000,442.0,1810,46.623088,24.8051113,574d83e3-a965-4d7d-b3cc-9b3d69edb660,0.7977
nr,1330560,336.0,3960,46.6561432,24.8480347,617af99b-a26d-483e-92bb-797499685940,0.7602
nr,1330560,336.0,3960,46.6572577,24.8479412,5ff2c76d-89f3-4f17-8221-11f321149fc2,0.7628
ml,87821895,6162.94,14250,46.6060527,24.8224888,c45b1d8b-21ff-44fc-9e5d-73543b9a7363,0.781
ml,7560000,945.0,8000,46.6229275,24.7999008,03e96211-a940-4834-b4d5-add57caaba91,0.8074
nr,1551960,324.0,4790,46.6548927,24.8489353,7502bf2e-ee84-4f72-8714-712a98b193bd,0.7499
ml,4266000,540.0,7900,46.5948797,24.7936488,2e82fa09-6c22-4cff-9e9a-ba14bf733725,0.7507
shf,775000,700.0,1107,46.6962779,24.5589422,c407d5fb-628c-47c6-a111-62a8b84a172d,0.7133
rd,632452,313.68,2016,46.775411,24.7349968,b1a62237-2c58-4aff-887d-ce46b125418e,0.15
shf,900000,450.0,2000,46.6919375,24.5655815,4368a7db-52ca-4003-a054-d1a5b63654ed,0.7137
shf,1250000,770.0,1623,46.7059379,24.5666181,7ec7e6b1-d29a-4959-b68d-78a62dc80ff0,0.7325
ml,4266000,540.0,7900,46.5951656,24.793471,1691a0e0-c8bb-45fc-ad73-af700c784437,0.7509
tn,6110720,896.0,6820,46.7000773,24.7666979,d66946f6-121c-477e-a292-2fcc4981c52b,0.6833
shf,875000,700.0,1250,46.706809,24.5724716,059018f1-249e-4599-8ddc-422781b2f3d8,0.7262
nr,2310429,435.93,5300,46.6806331,24.8235095,ab46e11a-f6c9-42e0-adbc-bfd0518a6495,0.7903
tn,700000,294.0,2381,46.692648,24.7726978,17ea3814-5ded-4396-bd07-90efa5e41598,0.7137
ml,7833335,648.38,12081,46.6163694,24.8170132,298bcfc7-b7fc-4e08-b09a-4939d50e886d,0.7831
nr,2587500,718.75,3600,46.663408,24.8790421,8af4385c-acec-4cd2-9aff-43dcdd00f4d3,0.6768
shf,162000,81.0,2000,46.6852213,24.5581777,1de9b81a-aae1-4e6d-a332-884d064e166a,0.7027
ml,4500000,546.17,8239,46.6163862,24.8016646,22c044b7-28a1-4bf1-8a91-fac5a33a9104,0.7919
ml,10000000,785.74,12727,46.5957752,24.791902,c275815c-1a55-4a73-8551-c38678e7f326,0.7472
rd,2050000,375.0,5467,46.760564,24.7191714,ba038c8c-ad2e-47e3-ab91-e9bdbab58dd2,0.155
nr,2000000,450.0,4444,46.6551941,24.8598485,92ab0502-4894-4efd-aab6-547a333fe9a5,0.7559
shf,1400000,720.0,1944,46.6897021,24.5486862,f42cc7a1-cc65-4341-9410-e4b7751fc1af,0.7083
ml,4000000,625.0,6400,46.620769,24.8010301,9e9f585b-f928-4000-913c-cde5a8075d7a,0.7999
shf,750000,500.0,1500,46.7093814,24.5769181,8ed5134e-6b60-4365-a970-e7c70b39bc97,0.7167
shf,427000,575.0,743,46.7085854,24.5726994,d5eb396b-edbb-471a-ae4b-17dbbaaf322d,0.7232
nr,3237000,780.0,4150,46.6564514,24.8523148,10b4f214-de4c-4975-94a3-018b931e7770,0.7655
shf,263313,562.5,468,46.6928169,24.5655921,cb364778-a430-4a4d-b280-1c7461997398,0.7172
nr,1720000,430.0,4000,46.6564562,24.8857146,2c021568-0839-4abc-94f5-bccc1049e9c4,0.6497
tn,3312500,625.0,5300,46.6904171,24.7734188,2b17732f-d727-4318-a513-0f6fa0d42d70,0.7209
rd,178125,60.0,2969,46.7654645,24.7378899,6994011b-b54a-434c-aea8-251e658074b7,0.2172
tn,1330000,324.0,4105,46.7075658,24.7749,4e42a509-6b90-4899-8d12-78d5786c71c3,0.6998
ml,33221892,5033.62,6600,46.606107,24.7883358,59ddd314-1353-4491-8d71-7be2a880f222,0.7556
shf,1554000,840.0,1850,46.6783024,24.5560212,6699a9e5-7837-4777-973e-de4d31967827,0.6845
nr,1927400,488.1,3949,46.6576019,24.886194,effcc840-a48a-4796-bc81-399dbb25b74d,0.6447
nr,1790186,358.34,4996,46.6541068,24.8486684,4605988d-808f-4d28-9e5d-9c3906b62ae1,0.7566
shf,1400000,750.0,1867,46.6813455,24.5572649,56382cd9-3557-47fe-bee8-e6f5dc5bd09f,0.6946
shf,695000,500.0,1390,46.6901153,24.5539579,5247ecdf-7271-4ec1-963b-d6dbefc243fc,0.7101
shf,850000,527.1,1613,46.7102708,24.5721664,7c342b76-ed3d-415b-b730-220fedeaf7b8,0.7155
nr,4050000,900.0,4500,46.6909386,24.8346572,9ebd6ac1-7ff9-44a3-878e-dc4e68603ffc,0.8027
shf,650000,440.0,1477,46.6920686,24.5707341,bb4dc8da-d91c-424f-896d-2d7da517e71f,0.7267
rd,1000000,400.0,2500,46.7656429,24.7415163,e741aa7a-42af-4753-b65a-90ecc3693793,0.2298
ml,13695450,1826.06,7500,46.6028198,24.7894154,49e0fd1f-3962-4858-858f-ef37a3005340,0.7514
rd,2500000,625.0,4000,46.7745528,24.7460412,cbd6995e-9da1-4cd6-aa26-d6aa429b99b7,0.1908
shf,750000,441.0,1701,46.6878108,24.5541465,24b5c039-b257-42ca-b2d9-7d4f6532a8f0,0.7069
rd,1300000,350.0,3714,46.7661004,24.7228912,e7232ff9-5c6e-4c74-8aab-3e83b5f6676e,0.1476
nr,11707750,2341.55,5000,46.6378188,24.8967338,a0542549-e9f1-49a8-a20d-eb552ee57323,0.6049
rd,734467,450.0,1632,46.7676412,24.7510125,6ae375b9-1954-43bf-b01b-c4a498e4b037,0.2466
ml,14029400,2004.2,7000,46.6084848,24.7934128,4cd97466-b316-4096-97c4-3c26e27115fb,0.7756
tn,20300000,1320.0,15379,46.7004188,24.7825558,e99b01b2-8c18-4071-8880-774049b55ebc,0.7025
tn,1018291,875.0,1164,46.695543,24.7671691,5f43815c-466a-4a5d-8111-9eb39f0f1d5d,0.6916
rd,4000000,900.0,4444,46.7545871,24.7323426,e44c078d-85ec-4696-a2b0-dda8bdbd01b1,0.2504
rd,4500000,900.0,5000,46.7541776,24.7405355,20766c5d-725e-4533-8a2b-0857b8301722,0.29
shf,1000000,375.0,2667,46.6940822,24.5587637,254bc284-2863-4cce-8f84-9e97d51a6f94,0.7094
ml,25051460,1789.39,14000,46.5866253,24.7936046,ae3e8ce1-6ef5-471f-b1a3-60c574afd545,0.7199
shf,800000,450.0,1778,46.6890443,24.5634409,2786ac3e-7c5b-40ac-a0d2-12316e717ca6,0.7021
nr,1551960,324.0,4790,46.655325,24.848968,ccd2aec2-4870-429f-9aad-8d5629066024,0.7509
rd,2800000,900.0,3111,46.7689995,24.7493665,6faecb43-43c8-4f29-8c37-71757e032d4e,0.2339
nr,1330560,336.0,3960,46.6568951,24.8478373,a70261c4-6f42-4a36-b754-46e6aa434d5e,0.7617
shf,1130437,525.0,2153,46.6945422,24.54923,3d20f5a3-ec45-403c-bb58-db51e8f1dde3,0.7202
rd,1450000,399.0,3634,46.770078,24.7493031,65d66981-2636-43af-8d14-385555b91e29,0.2271
nr,1335000,300.0,4450,46.6551066,24.850226,eed4939b-7bbe-45e7-b09a-a29bcccc0fe6,0.7524
ml,11850000,805.0,14720,46.6106808,24.8014844,896355c1-6647-4470-a1d5-bfc4f4c465ff,0.7845
ml,557813,755.2,739,46.6084585,24.8091565,133ebf42-2f78-489f-962e-a453b500d78d,0.7993
nr,2000000,500.0,4000,46.6575675,24.8858009,4ea82b85-4b9b-48f5-b26d-30299ad2a891,0.6471
shf,1350000,825.0,1636,46.6942906,24.5539225,4414203b-8cc1-4f94-8e49-1a9a209bf400,0.7159
ml,4200000,600.0,7000,46.6194723,24.7924633,95aec3c3-7055-4d75-b310-302fb3432c96,0.7891
nr,1330560,336.0,3960,46.6558261,24.8476332,7b2343cc-3991-41af-8105-3626a6baf0a8,0.7581
shf,1310000,750.0,1747,46.7083401,24.5648715,f81afcb0-0f7a-4a7f-b878-7bc74beb0889,0.7231
rd,621000,625.0,994,46.7673856,24.7497475,568fdad7-d596-465d-8290-53d662c4dbc5,0.2449
tn,3700000,736.0,5027,46.6992079,24.7683138,c1704bf8-c049-4497-b4c7-60fc9133be68,0.6894
shf,565000,562.5,1004,46.6928169,24.5655921,a5371722-8b9e-48bc-8191-c98799c7abd5,0.7172
nr,46316135,11737.49,3946,46.6365824,24.8962916,c4e6f76c-dfd5-4a69-958d-f913ed9ba206,0.6058
shf,2000000,1264.8,1581,46.6973838,24.5626898,7102760c-9b81-453e-bbd4-bf0fd2b64dc8,0.7222
ml,168000000,3346.12,50207,46.6178398,24.8177338,b1a78357-9e56-4026-af33-83d005227354,0.7739
rd,1770000,600.0,2950,46.7747682,24.7354392,cf8f8512-6ca3-422d-bf8f-45ebc5196c74,0.1553
shf,30000,65.0,462,46.6969612,24.5607454,63651342-89f5-460f-8598-7e6fe6a2f48c,0.7174
ml,1672506,300.15,5572,46.6207118,24.7920501,fafc5f5b-8708-44dd-9b4a-e3cd1f3d8497,0.79
ml,4320000,540.0,8000,46.5950413,24.7937169,2ac1750c-41a0-4cd9-a3a3-f8460e6ac804,0.7514
ml,3200000,400.0,8000,46.6246688,24.8024156,e0f32b92-fccd-4e64-b06d-e16816ee1977,0.8003
rd,1577325,575.0,2743,46.7645191,24.7253491,89ebd5cc-06b4-4b2d-95ed-cf2dfd6fbcd0,0.1673
rd,1559267,750.0,2079,46.7648927,24.7218693,67d6a75d-0524-4570-a065-5cc9d156c439,0.1484
shf,958333,625.0,1533,46.692525,24.5531147,dcaa6ad6-50a6-4ab0-a19a-709b0af7775d,0.7129
nr,2497500,450.0,5550,46.6791856,24.8234362,e57069b1-1836-492e-ae1c-5481e875f1a9,0.7855
ml,1852047,590.0,3139,46.604999,24.8043455,9d08b1fb-ffc0-4edc-a455-8d6ed0450b12,0.7988
ml,2050000,540.0,3796,46.6156344,24.8172265,022963bb-92dd-4783-abee-d2ee2f73b509,0.7859
shf,2000000,875.0,2286,46.7001975,24.5696246,43bb0ed7-f08d-45fa-b673-8dbcc3963075,0.7404
rd,1800000,616.0,2922,46.7766548,24.7351262,9e70d63f-dfd2-430c-b1f5-4ca7d0470229,0.1433
nr,1000000,378.0,2646,46.6440122,24.8826894,01b5699f-e941-443a-ad65-8368b70bdd66,0.6693
rd,2500000,1050.0,2381,46.7569286,24.7421647,6f17c8e0-d1e8-4369-a804-4120f80250a7,0.2817
nr,2000000,500.0,4000,46.6567942,24.8854764,3d620818-3277-4c37-b75f-bd23d941246c,0.6504
ml,4875000,650.0,7500,46.5690539,24.7908522,dca29db2-d8df-4a7a-b39f-370d3b453f21,0.6352
shf,1306793,366.1,3569,46.6912344,24.5577207,dc85ada1-8909-4d66-89bc-3deebfd3cbc0,0.7073
nr,1341000,300.0,4470,46.6562407,24.84984,0bc7ab88-7fcd-47c9-9a91-9488bce2005c,0.7635
shf,770200,498.95,1544,46.6834087,24.5616557,cb729261-2ada-43e7-b088-4ab41ca64e22,0.7003
rd,2900000,450.0,6444,46.7683289,24.7295287,ed78f2e5-d36f-4b73-a7e7-d58b19e9cd3c,0.167
ml,4650000,750.0,6200,46.6165925,24.817932,368be095-b991-4e7a-8b8d-69afd17f3af7,0.7795
rd,2312500,625.0,3700,46.7589344,24.7215922,a4f2a479-0d9b-4f77-909a-0725451a4b5a,0.1752
shf,1800000,1050.0,1714,46.680432,24.556873,07bf5417-a1f0-4eb8-8b30-f819b9d2192f,0.6909
ml,5800000,925.0,6270,46.6223606,24.7971863,38bb0d56-5816-4155-8019-25f24635d917,0.803
nr,4050000,900.0,4500,46.6597951,24.8596665,8184ed85-f6aa-4ead-b13e-2e7477cdd630,0.7593
rd,4400000,900.0,4889,46.7569663,24.7399316,2caa1181-905d-492f-a54b-cf56ad70c8f5,0.2724
ml,3603700,300.0,12012,46.5894749,24.801579,5e98ff89-961f-43fd-a62a-9401fa7b3f3c,0.7487
rd,3000000,720.0,4167,46.7669668,24.7251094,dfbeda4f-3947-4b47-9994-f70c6572b1b2,0.1539
rd,1300000,420.0,3095,46.7731579,24.7451973,ca3aed84-7a4b-46f1-85f8-d9a284497d6d,0.197
shf,1226000,875.0,1401,46.7071181,24.5664469,85f45195-32e5-4335-b4a6-4896dc1c343d,0.727
rd,1500000,735.0,2041,46.7588731,24.7271199,78a0cfe3-fc86-47fa-8f80-05584ce34450,0.2037
ml,9300000,925.0,10054,46.6257848,24.7937385,9f24a6e8-31be-4b06-9796-9ce2d9b364ac,0.795
nr,1493640,324.0,4610,46.6565737,24.8485936,30b36baa-abc8-43d6-8940-b0bf8c4fc601,0.7628
nr,8528625,2244.38,3800,46.6498127,24.874893,04e09272-9a1a-40b3-953a-5aa47ed445e3,0.7028
